Phase	X	Y	Bands	Error	Euler1	Euler2	Euler3	MAD	BC	BS
0	0	0	0	3	0	0	0	0	27	14
0	2	0	0	3	0	0	0	0	28	15
0	4	0	0	3	0	0	0	0	35	17
0	6	0	0	3	0	0	0	0	46	19
0	8	0	0	3	0	0	0	0	53	18
1	10	0	7	0	26.678	45.173	17.999	1.1421	71	23
1	12	0	9	0	26.52	45.983	17.989	0.2978	98	33
1	14	0	6	0	26.52	45.983	17.989	0.48	89	30
1	16	0	8	0	26.748	45.869	17.989	0.1945	105	39
1	18	0	9	0	26.771	45.856	17.976	0.2469	122	55
1	20	0	9	0	26.771	45.856	17.976	0.2877	122	59
1	22	0	9	0	26.775	45.847	17.982	0.1875	123	60
1	24	0	10	0	26.836	45.742	17.997	0.2987	120	60
1	26	0	9	0	26.836	45.742	17.997	0.2679	127	58
1	28	0	10	0	26.68	45.748	18.138	0.2305	131	64
1	30	0	9	0	26.68	45.748	18.138	0.1871	127	61
1	32	0	8	0	26.674	45.79	18.248	0.2006	124	61
1	34	0	8	0	26.673	45.793	18.251	0.1649	126	62
1	36	0	9	0	26.673	45.793	18.251	0.2423	131	64
1	38	0	8	0	26.683	45.788	18.243	0.1976	126	64
1	40	0	9	0	26.704	45.596	18.152	0.2438	121	63
1	42	0	9	0	26.694	45.569	18.177	0.3148	126	62
1	44	0	10	0	26.688	45.563	18.189	0.3459	106	41
0	46	0	0	3	0	0	0	0	31	15
1	48	0	6	0	29.628	42.663	15.538	0.918	37	16
0	50	0	0	3	0	0	0	0	40	17
0	52	0	6	0	0	0	120.59	0.7675	30	16
0	54	0	0	3	0	0	0	0	16	14
1	56	0	7	0	3.4453	23.953	13.265	1.1506	61	21
1	58	0	6	0	3.7725	23.999	13.086	1.0108	79	23
0	60	0	0	3	0	0	0	0	46	17
0	62	0	6	0	0	0	262.37	1.3626	33	16
0	64	0	0	3	0	0	0	0	20	14
0	66	0	0	3	0	0	0	0	33	16
0	68	0	0	3	0	0	0	0	37	15
0	70	0	7	0	0	0	75.648	1.5217	23	14
0	72	0	0	3	0	0	0	0	24	15
0	74	0	0	3	0	0	0	0	53	16
0	76	0	0	3	0	0	0	0	25	13
0	78	0	0	3	0	0	0	0	23	17
0	80	0	6	0	0	0	159.81	1.4151	19	15
0	82	0	6	0	0	0	326.19	1.5667	22	13
0	84	0	0	3	0	0	0	0	17	14
0	86	0	0	3	0	0	0	0	25	13
0	88	0	0	3	0	0	0	0	20	15
0	90	0	0	3	0	0	0	0	34	15
0	92	0	0	3	0	0	0	0	46	15
0	94	0	0	0	0	0	0	0	47	17
0	96	0	0	0	0	0	0	0	39	16
0	98	0	0	0	0	0	0	0	81	24
0	100	0	0	0	0	0	0	0	103	32
0	102	0	0	0	0	0	0	0	102	35
0	104	0	0	0	0	0	0	0	110	46
0	106	0	0	0	0	0	0	0	118	46
0	108	0	0	0	0	0	0	0	117	48
0	110	0	0	0	0	0	0	0	121	47
0	112	0	0	0	0	0	0	0	107	36
0	114	0	0	3	0	0	0	0	49	18
0	116	0	0	3	0	0	0	0	32	11
0	118	0	6	0	0	0	0.7899	1.7213	21	14
0	120	0	6	0	0	0	233.67	1.4108	23	14
0	122	0	0	3	0	0	0	0	31	15
0	124	0	0	3	0	0	0	0	39	16
0	126	0	0	3	0	0	0	0	24	14
0	128	0	0	3	0	0	0	0	39	15
0	130	0	0	3	0	0	0	0	32	14
0	132	0	0	3	0	0	0	0	45	15
0	134	0	0	3	0	0	0	0	42	18
1	136	0	9	0	18.682	59.713	6.0918	0.323	100	30
1	138	0	9	0	18.678	59.727	6.0994	0.2633	142	56
1	140	0	9	0	18.829	59.931	6.061	0.2974	144	58
1	142	0	9	0	18.829	59.931	6.061	0.3093	139	61
1	144	0	9	0	18.701	59.938	6.1522	0.2717	139	61
1	146	0	9	0	18.701	59.938	6.1522	0.264	135	58
1	148	0	9	0	18.636	59.975	6.1364	0.2735	142	61
1	150	0	9	0	18.636	59.975	6.1364	0.2507	144	62
1	152	0	9	0	18.714	59.945	6.165	0.3133	144	61
1	154	0	9	0	18.712	59.941	6.1805	0.256	140	60
1	156	0	9	0	18.712	59.941	6.1805	0.2682	140	60
1	158	0	9	0	18.726	60.001	6.177	0.2074	142	61
1	160	0	9	0	18.723	59.999	6.1818	0.2753	143	61
1	162	0	9	0	18.723	59.999	6.1818	0.1935	139	61
1	164	0	9	0	18.745	60.014	6.1309	0.2783	142	61
1	166	0	9	0	18.745	60.014	6.1309	0.2205	138	63
1	168	0	9	0	18.771	60.009	6.1042	0.173	141	62
1	170	0	9	0	18.771	60.009	6.1042	0.2303	140	63
1	172	0	9	0	18.882	60.01	6.0815	0.1973	139	62
1	174	0	9	0	18.882	60.01	6.0815	0.2491	134	59
1	176	0	9	0	19.014	60.03	6.0561	0.2781	140	63
1	178	0	9	0	19.014	60.03	6.0561	0.2167	139	60
1	180	0	9	0	19.106	60.064	5.972	0.2891	140	62
1	182	0	9	0	19.106	60.064	5.972	0.2199	141	62
1	184	0	10	0	19.109	60.047	5.9868	0.3108	143	61
1	186	0	9	0	19.133	59.889	6.0066	0.3715	145	61
1	188	0	9	0	19.133	59.889	6.0066	0.2786	144	59
1	190	0	7	0	19.078	59.886	6.0453	0.3504	138	47
1	192	0	8	0	19.197	59.816	6.3368	0.5695	126	41
1	194	0	8	0	19.197	59.817	6.3821	0.4752	93	28
0	196	0	0	3	0	0	0	0	81	24
1	198	0	8	0	1.5883	131.96	162.72	0.7389	111	31
0	200	0	0	3	0	0	0	0	85	24
1	202	0	8	0	178.81	44.44	16.655	1.2022	101	25
1	204	0	7	0	177.69	43.67	18.098	0.6172	44	16
0	206	0	0	3	0	0	0	0	45	16
1	208	0	9	0	177.67	43.33	18.202	0.4092	119	33
1	210	0	10	0	177.67	43.337	18.203	0.2702	151	52
1	212	0	9	0	177.68	43.267	18.021	0.3439	153	52
1	214	0	10	0	177.68	43.267	18.021	0.2865	160	60
1	216	0	10	0	177.66	43.274	18.024	0.2661	157	64
1	218	0	10	0	177.73	43.282	17.955	0.2815	161	66
1	220	0	10	0	177.73	43.282	17.955	0.2672	161	66
1	222	0	10	0	177.34	43.405	18.155	0.2583	159	66
1	224	0	10	0	177.34	43.405	18.155	0.3188	160	63
1	226	0	10	0	177.02	43.525	18.354	0.3566	154	61
1	228	0	10	0	177.02	43.525	18.354	0.459	161	62
1	230	0	10	0	176.98	43.56	18.411	0.5252	149	58
1	232	0	8	0	176.81	43.703	18.613	0.3963	130	40
1	234	0	7	0	176.51	44.001	18.969	0.7649	91	27
1	236	0	8	0	175.48	44.85	19.386	1.367	98	31
1	238	0	8	0	175.48	44.85	19.386	0.6435	117	37
1	240	0	10	0	174.24	44.854	19.827	0.8471	113	36
1	242	0	9	0	174.16	44.813	19.814	1.1121	115	34
0	244	0	0	3	0	0	0	0	83	22
1	246	0	6	0	171.38	44.135	22.54	0.6521	103	27
1	248	0	9	0	171.5	44.128	22.488	0.6775	125	40
1	250	0	9	0	174.25	44.602	19.983	0.5796	120	35
1	252	0	10	0	174.25	44.602	19.983	0.4643	159	59
1	254	0	10	0	173.91	44.316	19.974	0.4467	169	63
1	256	0	10	0	173.91	44.316	19.974	0.3834	154	61
1	258	0	10	0	173.81	44.319	20.052	0.4051	133	41
1	260	0	8	0	170.86	45.334	22.596	0.7906	86	27
1	262	0	9	0	170.86	45.334	22.596	0.4848	137	46
1	264	0	10	0	169.76	45.182	23.215	0.3891	159	64
1	266	0	10	0	169.65	45.191	23.285	0.4199	163	64
1	268	0	10	0	169.65	45.191	23.285	0.3891	161	63
1	270	0	9	0	169.34	45.724	23.94	0.3992	145	42
0	272	0	0	3	0	0	0	0	78	23
0	274	0	0	0	0	0	0	0	102	28
0	276	0	0	0	0	0	0	0	108	37
0	278	0	0	0	0	0	0	0	111	36
0	280	0	0	0	0	0	0	0	126	49
0	282	0	0	0	0	0	0	0	132	53
0	284	0	0	0	0	0	0	0	147	57
0	286	0	0	0	0	0	0	0	129	52
0	288	0	0	0	0	0	0	0	123	55
0	290	0	0	0	0	0	0	0	128	53
0	292	0	0	0	0	0	0	0	129	52
0	294	0	0	0	0	0	0	0	101	32
0	296	0	0	3	0	0	0	0	24	14
0	298	0	0	3	0	0	0	0	32	16
0	300	0	0	3	0	0	0	0	75	25
0	302	0	0	0	0	0	0	0	95	31
0	304	0	0	0	0	0	0	0	110	31
0	306	0	0	0	0	0	0	0	98	31
0	308	0	0	0	0	0	0	0	111	41
0	310	0	0	3	0	0	0	0	69	24
0	312	0	0	3	0	0	0	0	38	17
0	314	0	0	3	0	0	0	0	36	17
0	316	0	6	0	0	0	192.91	1.3002	39	18
0	318	0	0	3	0	0	0	0	44	18
0	320	0	0	3	0	0	0	0	40	18
0	322	0	0	3	0	0	0	0	59	22
0	324	0	0	3	0	0	0	0	70	25
1	326	0	7	0	29.946	100.51	15.724	0.38	85	36
1	328	0	9	0	29.853	100.28	15.724	0.3798	108	60
1	330	0	8	0	29.853	100.28	15.724	0.2423	111	58
1	332	0	8	0	30.204	100.15	15.673	0.2665	117	58
1	334	0	9	0	30.201	100.13	15.676	0.2173	117	55
1	336	0	9	0	30.201	100.13	15.676	0.2603	111	54
1	338	0	8	0	30.467	100.1	15.532	0.2563	114	59
1	340	0	9	0	30.467	100.1	15.532	0.2803	116	58
1	342	0	9	0	30.669	99.95	15.546	0.2595	116	61
1	344	0	10	0	30.669	99.95	15.546	0.2342	118	61
1	346	0	10	0	30.696	99.928	15.547	0.299	120	67
1	348	0	9	0	30.803	99.57	15.506	0.3479	111	44
0	350	0	0	3	0	0	0	0	75	20
0	352	0	0	3	0	0	0	0	45	15
1	354	0	6	0	30.293	100.62	14.347	0.5998	70	24
1	356	0	8	0	30.628	100.54	15.143	0.2944	108	47
1	358	0	9	0	30.621	100.56	15.142	0.2836	117	58
0	0	2	6	0	0	0	271.88	0.9383	20	15
0	2	2	0	3	0	0	0	0	21	15
0	4	2	0	3	0	0	0	0	17	13
0	6	2	0	3	0	0	0	0	33	15
0	8	2	0	0	0	0	0	0	88	22
0	10	2	0	3	0	0	0	0	49	19
1	12	2	6	0	26.382	45.967	18.009	0.48	37	16
0	14	2	0	3	0	0	0	0	38	17
1	16	2	7	0	26.804	45.611	17.752	0.6495	52	20
1	18	2	9	0	26.764	45.549	17.994	0.1755	110	43
1	20	2	9	0	26.792	45.826	18	0.2672	126	55
1	22	2	9	0	26.792	45.826	18	0.254	120	56
1	24	2	9	0	26.837	45.742	18	0.1914	118	54
1	26	2	9	0	26.837	45.742	18	0.361	123	58
1	28	2	9	0	26.619	45.729	18.148	0.2341	130	61
1	30	2	9	0	26.619	45.729	18.148	0.2469	125	57
1	32	2	9	0	26.621	45.753	18.211	0.1719	123	50
1	34	2	9	0	26.593	45.729	18.203	0.1591	124	57
1	36	2	10	0	26.591	45.725	18.196	0.1821	131	58
1	38	2	10	0	26.591	45.725	18.196	0.252	133	62
1	40	2	10	0	26.599	45.723	18.191	0.2462	126	62
1	42	2	10	0	26.662	45.702	18.147	0.2668	123	59
1	44	2	10	0	26.688	45.563	18.189	0.2695	118	49
1	46	2	9	0	29.277	43.026	15.824	0.4884	71	28
0	48	2	0	3	0	0	0	0	36	14
0	50	2	0	3	0	0	0	0	40	15
0	52	2	0	3	0	0	0	0	38	18
0	54	2	0	3	0	0	0	0	38	16
0	56	2	0	3	0	0	0	0	44	16
0	58	2	0	3	0	0	0	0	46	19
0	60	2	0	3	0	0	0	0	51	18
0	62	2	8	0	0	0	292.09	0.8339	67	20
0	64	2	6	0	0	0	107.32	1.8363	23	14
0	66	2	6	0	0	0	263.04	1.181	19	14
0	68	2	0	3	0	0	0	0	22	13
0	70	2	0	3	0	0	0	0	31	17
0	72	2	0	3	0	0	0	0	34	17
0	74	2	0	3	0	0	0	0	64	18
0	76	2	7	0	0	0	98.04	1.1392	74	21
0	78	2	0	3	0	0	0	0	26	13
0	80	2	6	0	0	0	258.25	1.2889	37	14
0	82	2	0	3	0	0	0	0	33	15
0	84	2	6	0	0	0	10.304	1.3174	24	16
0	86	2	0	3	0	0	0	0	18	14
0	88	2	0	3	0	0	0	0	30	14
0	90	2	0	0	0	0	0	0	50	19
0	92	2	0	0	0	0	0	0	76	22
0	94	2	0	0	0	0	0	0	60	17
0	96	2	0	3	0	0	0	0	21	15
0	98	2	0	0	0	0	0	0	42	17
0	100	2	0	3	0	0	0	0	58	20
0	102	2	0	0	0	0	0	0	79	23
0	104	2	0	0	0	0	0	0	109	38
0	106	2	0	0	0	0	0	0	116	42
0	108	2	0	0	0	0	0	0	116	42
0	110	2	0	0	0	0	0	0	119	44
0	112	2	0	0	0	0	0	0	84	28
0	114	2	0	3	0	0	0	0	28	15
0	116	2	0	3	0	0	0	0	18	14
0	118	2	0	3	0	0	0	0	27	15
0	120	2	0	3	0	0	0	0	35	16
0	122	2	0	3	0	0	0	0	23	15
0	124	2	0	3	0	0	0	0	19	15
0	126	2	0	3	0	0	0	0	30	14
0	128	2	6	0	0	0	70.045	1.2637	36	14
0	130	2	0	3	0	0	0	0	37	14
1	132	2	7	0	19.064	59.847	5.2156	0.7823	47	16
1	134	2	8	0	19.151	59.89	5.1371	1.1016	53	18
1	136	2	8	0	18.979	59.838	5.5469	0.5741	94	25
1	138	2	8	0	18.597	60.064	6.1893	0.4603	127	45
1	140	2	9	0	18.599	60.067	6.1839	0.328	136	56
1	142	2	9	0	18.61	60.071	6.1764	0.2548	141	57
1	144	2	9	0	18.63	60.084	6.1595	0.2223	131	58
1	146	2	9	0	18.637	60.092	6.1518	0.2264	137	60
1	148	2	10	0	18.637	60.092	6.1518	0.3007	136	60
1	150	2	9	0	18.645	60.097	6.1512	0.2662	139	60
1	152	2	9	0	18.713	59.959	6.1617	0.2344	140	61
1	154	2	10	0	18.713	59.959	6.1617	0.2241	135	57
1	156	2	9	0	18.716	59.956	6.172	0.1972	140	59
1	158	2	9	0	18.728	60.006	6.1797	0.2214	141	61
1	160	2	9	0	18.724	60.004	6.1853	0.2072	137	60
1	162	2	10	0	18.724	60.004	6.1853	0.2281	143	59
1	164	2	9	0	18.683	60.034	6.1878	0.2052	141	59
1	166	2	9	0	18.683	60.034	6.1878	0.235	136	59
1	168	2	9	0	18.853	60.096	6.1497	0.2183	140	61
1	170	2	9	0	18.853	60.096	6.1497	0.2722	137	61
1	172	2	9	0	18.893	60.022	6.0792	0.2044	139	60
1	174	2	9	0	18.893	60.022	6.0792	0.1597	138	60
1	176	2	9	0	19.016	60.1	6.0245	0.2122	138	60
1	178	2	9	0	19.042	60.101	6.0114	0.1905	140	61
1	180	2	9	0	19.095	60.072	5.9794	0.1853	142	60
1	182	2	9	0	19.095	60.072	5.9794	0.1914	141	60
1	184	2	9	0	19.097	60.055	5.9919	0.2813	144	61
1	186	2	9	0	19.132	59.907	6.0018	0.2592	136	54
1	188	2	9	0	19.132	59.907	6.0018	0.4098	133	46
1	190	2	8	0	19.091	59.902	6.0345	0.2796	104	34
1	192	2	8	0	19.156	59.872	6.2143	1.4011	76	28
1	194	2	7	0	19.197	59.817	6.3821	0.7311	81	25
1	196	2	7	0	2.8896	132.32	163.69	0.5881	122	29
1	198	2	8	0	2.0817	132.3	162.98	0.4214	149	42
1	200	2	6	0	177.69	43.67	18.098	0.6172	111	30
1	202	2	9	0	177.66	43.673	18.126	0.6172	136	39
1	204	2	9	0	177.69	43.656	18.102	0.5149	115	32
0	206	2	0	3	0	0	0	0	45	17
1	208	2	8	0	177.7	43.343	18.179	0.3878	110	32
1	210	2	10	0	177.73	43.358	18.114	0.3293	161	60
1	212	2	10	0	177.73	43.358	18.114	0.3902	163	62
1	214	2	10	0	177.65	43.277	18.024	0.5619	159	62
1	216	2	10	0	177.65	43.277	18.024	0.3118	161	65
1	218	2	10	0	177.72	43.28	17.963	0.2661	164	65
1	220	2	10	0	177.72	43.28	17.963	0.3013	162	64
1	222	2	10	0	177.39	43.288	18.128	0.277	159	62
1	224	2	10	0	177.39	43.288	18.128	0.3862	155	62
1	226	2	10	0	177.03	43.55	18.336	0.1929	156	61
1	228	2	10	0	177.06	43.613	18.297	0.4352	158	60
1	230	2	9	0	177.06	43.613	18.297	0.6205	144	52
1	232	2	9	0	176.81	43.703	18.613	0.5358	119	39
1	234	2	8	0	178.89	47.917	17.456	0.8246	122	31
1	236	2	10	0	178.89	47.917	17.456	0.5574	145	45
1	238	2	9	0	178.83	47.946	17.575	1.5592	148	46
1	240	2	8	0	174.13	44.809	19.951	0.6724	128	34
1	242	2	8	0	173.35	44.546	20.679	0.7929	85	24
1	244	2	8	0	171.76	44.17	22.233	0.5878	96	28
0	246	2	0	3	0	0	0	0	45	17
0	248	2	0	3	0	0	0	0	88	23
1	250	2	10	0	173.86	44.549	20.232	0.6095	141	43
1	252	2	10	0	173.82	44.217	20.215	0.4348	161	56
1	254	2	10	0	173.61	44.192	20.359	0.3661	153	60
1	256	2	10	0	173.53	44.187	20.416	0.3605	152	61
1	258	2	10	0	173.53	44.187	20.416	0.5518	129	38
1	260	2	10	0	171.26	44.918	21.82	0.665	120	33
1	262	2	10	0	171.26	44.918	21.82	0.5232	151	55
1	264	2	10	0	170.01	44.906	23.104	0.3542	161	60
1	266	2	9	0	170.01	44.906	23.104	0.3104	156	65
1	268	2	10	0	169.73	44.934	23.265	0.4364	161	63
1	270	2	10	0	169.32	45.424	23.591	0.3257	161	57
1	272	2	8	0	169.31	45.155	23.253	0.3577	115	34
0	274	2	0	3	0	0	0	0	75	23
0	276	2	0	0	0	0	0	0	109	36
0	278	2	0	0	0	0	0	0	118	42
0	280	2	0	0	0	0	0	0	126	49
0	282	2	0	0	0	0	0	0	133	51
0	284	2	0	0	0	0	0	0	128	48
0	286	2	0	0	0	0	0	0	126	52
0	288	2	0	0	0	0	0	0	128	53
0	290	2	0	0	0	0	0	0	132	53
0	292	2	0	0	0	0	0	0	132	55
0	294	2	0	0	0	0	0	0	103	36
0	296	2	0	3	0	0	0	0	25	14
0	298	2	0	3	0	0	0	0	20	13
0	300	2	0	3	0	0	0	0	34	16
0	302	2	0	3	0	0	0	0	40	19
0	304	2	0	0	0	0	0	0	64	23
0	306	2	0	3	0	0	0	0	76	22
0	308	2	0	3	0	0	0	0	59	20
0	310	2	0	0	0	0	0	0	46	19
0	312	2	0	3	0	0	0	0	51	19
0	314	2	0	0	0	0	0	0	51	19
0	316	2	0	3	0	0	0	0	30	15
0	318	2	0	3	0	0	0	0	27	15
0	320	2	0	3	0	0	0	0	40	19
0	322	2	0	3	0	0	0	0	62	17
0	324	2	0	3	0	0	0	0	74	19
1	326	2	7	0	30.053	100.38	16.101	0.2438	65	27
1	328	2	7	0	30.048	100.18	16.025	0.2465	107	49
1	330	2	9	0	30.076	100.2	15.742	0.3304	111	52
1	332	2	10	0	30.141	100.16	15.722	0.3035	112	56
1	334	2	9	0	30.2	100.13	15.685	0.305	113	56
1	336	2	9	0	30.2	100.13	15.685	0.2302	116	56
1	338	2	9	0	30.441	100.09	15.554	0.2172	119	54
1	340	2	9	0	30.441	100.09	15.554	0.4264	117	54
1	342	2	9	0	30.941	99.58	15.742	0.4491	116	52
1	344	2	10	0	30.941	99.58	15.742	0.3009	121	55
1	346	2	10	0	30.947	99.571	15.739	0.3197	120	61
1	348	2	10	0	30.843	99.511	15.554	0.2473	115	57
1	350	2	9	0	30.878	99.442	15.604	0.4056	92	33
0	352	2	0	3	0	0	0	0	29	14
0	354	2	0	3	0	0	0	0	41	16
1	356	2	8	0	30.742	100.54	15.04	0.3122	92	37
1	358	2	10	0	30.541	100.66	15.018	0.3024	120	57
0	0	4	0	3	0	0	0	0	40	16
0	2	4	0	3	0	0	0	0	10	13
0	4	4	0	3	0	0	0	0	22	16
0	6	4	0	3	0	0	0	0	23	16
0	8	4	0	0	0	0	0	0	48	19
0	10	4	0	3	0	0	0	0	52	15
0	12	4	6	0	0	0	166.58	1.9713	27	13
0	14	4	0	3	0	0	0	0	43	15
0	16	4	0	3	0	0	0	0	47	17
1	18	4	7	0	26.71	45.458	18.239	0.5963	72	27
1	20	4	9	0	26.828	45.519	18.122	0.2729	125	38
1	22	4	8	0	26.799	45.757	18.03	0.2831	116	39
1	24	4	10	0	26.799	45.757	18.03	0.2491	121	53
1	26	4	9	0	26.649	45.692	18.098	0.3233	126	59
1	28	4	9	0	26.619	45.729	18.148	0.2306	129	60
1	30	4	10	0	26.619	45.729	18.148	0.3735	125	53
1	32	4	10	0	26.621	45.753	18.211	0.4425	118	45
1	34	4	9	0	26.593	45.729	18.203	0.2503	109	43
1	36	4	9	0	26.591	45.725	18.196	0.2318	115	48
1	38	4	9	0	26.591	45.725	18.196	0.2128	127	60
1	40	4	9	0	26.585	45.726	18.202	0.2105	119	47
1	42	4	10	0	26.751	45.697	18.062	0.3182	105	42
1	44	4	10	0	26.751	45.697	18.062	0.2685	127	57
1	46	4	10	0	29.277	43.026	15.824	0.3055	116	48
1	48	4	10	0	27.029	45.316	17.62	0.4618	88	32
1	50	4	8	0	27.018	45.287	17.65	0.4986	49	19
0	52	4	0	3	0	0	0	0	35	15
0	54	4	0	3	0	0	0	0	32	16
0	56	4	0	3	0	0	0	0	48	17
0	58	4	0	3	0	0	0	0	46	19
1	60	4	6	0	14.86	79.796	170.49	0.4084	23	15
0	62	4	0	3	0	0	0	0	49	17
0	64	4	7	0	0	0	245.9	0.8081	43	17
0	66	4	0	3	0	0	0	0	48	18
0	68	4	6	0	0	0	116.07	0.4699	79	22
0	70	4	0	3	0	0	0	0	28	14
0	72	4	6	0	0	0	330.54	1.8276	25	15
0	74	4	0	3	0	0	0	0	32	15
0	76	4	0	3	0	0	0	0	40	15
0	78	4	0	3	0	0	0	0	31	15
0	80	4	7	0	0	0	183.46	1.7468	30	15
0	82	4	0	3	0	0	0	0	37	15
0	84	4	0	3	0	0	0	0	27	14
0	86	4	0	3	0	0	0	0	17	14
0	88	4	0	3	0	0	0	0	22	13
0	90	4	0	3	0	0	0	0	36	15
0	92	4	0	0	0	0	0	0	49	18
0	94	4	0	0	0	0	0	0	46	18
0	96	4	0	3	0	0	0	0	32	15
0	98	4	0	0	0	0	0	0	20	15
0	100	4	0	3	0	0	0	0	24	15
0	102	4	0	3	0	0	0	0	46	15
0	104	4	0	0	0	0	0	0	63	22
0	106	4	0	0	0	0	0	0	106	35
0	108	4	0	0	0	0	0	0	115	42
0	110	4	0	0	0	0	0	0	105	33
0	112	4	0	0	0	0	0	0	47	19
0	114	4	0	3	0	0	0	0	24	14
0	116	4	0	3	0	0	0	0	31	14
0	118	4	6	0	0	0	95.553	1.8284	26	16
0	120	4	0	3	0	0	0	0	20	14
0	122	4	0	3	0	0	0	0	22	15
0	124	4	0	3	0	0	0	0	29	15
0	126	4	0	3	0	0	0	0	23	15
0	128	4	0	3	0	0	0	0	30	15
0	130	4	0	3	0	0	0	0	56	17
1	132	4	9	0	19.025	59.917	5.2685	0.2954	118	34
1	134	4	9	0	18.609	60.046	6.1512	0.5402	121	44
1	136	4	9	0	18.595	60.087	6.1931	0.2874	120	46
1	138	4	9	0	18.585	60.091	6.2038	0.2333	137	52
1	140	4	9	0	18.583	60.084	6.1991	0.1958	133	56
1	142	4	10	0	18.583	60.084	6.1991	0.2467	136	57
1	144	4	9	0	18.63	60.084	6.1595	0.2537	141	59
1	146	4	9	0	18.637	60.092	6.1518	0.1984	139	60
1	148	4	9	0	18.637	60.092	6.1518	0.2597	135	59
1	150	4	9	0	18.645	60.097	6.1512	0.202	135	61
1	152	4	9	0	18.588	60.137	6.1697	0.1712	141	60
1	154	4	9	0	18.588	60.137	6.1697	0.2421	133	61
1	156	4	10	0	18.59	60.129	6.1664	0.3098	136	59
1	158	4	9	0	18.601	60.076	6.25	0.2035	135	58
1	160	4	9	0	18.601	60.076	6.25	0.2171	140	59
1	162	4	9	0	18.608	60.068	6.2428	0.19	138	59
1	164	4	9	0	18.683	60.034	6.1878	0.2244	136	60
1	166	4	9	0	18.683	60.034	6.1878	0.2422	139	61
1	168	4	9	0	18.853	60.096	6.1497	0.2437	137	61
1	170	4	10	0	18.853	60.096	6.1497	0.2187	139	61
1	172	4	9	0	18.836	60.166	6.0673	0.1766	138	62
1	174	4	9	0	18.836	60.166	6.0673	0.2255	137	61
1	176	4	9	0	19.016	60.1	6.0245	0.2225	138	61
1	178	4	9	0	19.042	60.101	6.0114	0.2275	139	61
1	180	4	9	0	19.042	60.101	6.0114	0.2206	138	58
1	182	4	9	0	19.055	60.089	6.007	0.2814	137	53
1	184	4	9	0	19.055	60.071	6.0142	0.3992	143	55
1	186	4	9	0	18.734	59.287	5.9813	0.4185	140	48
1	188	4	8	0	19.03	59.81	5.9772	0.7127	110	32
1	190	4	8	0	19.105	59.941	6.0499	1.2342	62	19
1	192	4	6	0	19.105	59.941	6.0499	1.2342	34	17
0	194	4	0	3	0	0	0	0	37	17
0	196	4	0	3	0	0	0	0	69	19
0	198	4	0	3	0	0	0	0	77	21
0	200	4	0	3	0	0	0	0	86	24
1	202	4	10	0	177.66	43.673	18.126	0.6436	148	48
1	204	4	10	0	177.71	43.532	18.198	0.2028	163	48
1	206	4	10	0	177.77	43.399	18.196	0.3071	148	48
1	208	4	10	0	177.77	43.399	18.196	0.3001	159	54
1	210	4	10	0	177.73	43.358	18.114	0.2954	165	62
1	212	4	10	0	177.73	43.358	18.114	0.2968	160	62
1	214	4	10	0	177.58	43.236	18.101	0.5595	158	62
1	216	4	10	0	177.56	43.211	18.145	0.3403	151	60
1	218	4	10	0	177.56	43.211	18.145	0.3072	160	63
1	220	4	10	0	177.59	43.221	18.107	0.3325	157	61
1	222	4	10	0	177.39	43.288	18.128	0.4051	160	63
1	224	4	10	0	177.39	43.288	18.128	0.2905	160	62
1	226	4	10	0	176.85	43.523	18.503	0.2967	152	60
1	228	4	10	0	177.06	43.613	18.297	0.5824	142	48
0	230	4	0	3	0	0	0	0	101	30
1	232	4	9	0	179.56	47.619	16.348	0.3651	145	49
1	234	4	10	0	178.89	47.917	17.456	0.5595	150	53
1	236	4	10	0	178.89	47.917	17.456	0.5335	155	55
1	238	4	9	0	178.83	47.946	17.575	0.311	149	43
1	240	4	7	0	174.24	44.759	19.839	1.6187	95	24
1	242	4	8	0	174.24	44.759	19.839	0.9919	71	22
1	244	4	9	0	173.01	44.417	20.971	1.0871	106	26
1	246	4	9	0	173.52	44.579	20.368	0.8762	94	27
1	248	4	9	0	173.52	44.579	20.368	0.4433	132	39
1	250	4	9	0	173.86	44.549	20.232	0.4435	160	52
1	252	4	10	0	173.82	44.217	20.215	0.2692	166	62
1	254	4	10	0	173.61	44.192	20.359	0.321	160	62
1	256	4	10	0	173.51	44.191	20.446	0.2607	156	63
1	258	4	9	0	173.51	44.191	20.446	0.3368	130	40
1	260	4	9	0	171.26	44.918	21.82	1.1024	113	34
1	262	4	10	0	171.26	44.918	21.82	0.5262	152	59
1	264	4	10	0	169.87	44.895	23.195	0.4172	151	57
1	266	4	10	0	169.72	44.888	23.298	0.2517	156	63
1	268	4	10	0	169.72	44.888	23.298	0.4652	158	62
1	270	4	10	0	169.6	44.918	23.34	0.4023	161	62
1	272	4	10	0	169.75	45.429	22.613	0.5247	145	43
1	274	4	6	0	170.24	45.729	21.907	0.9183	64	20
0	276	4	0	0	0	0	0	0	81	25
0	278	4	0	0	0	0	0	0	100	38
0	280	4	0	0	0	0	0	0	128	49
0	282	4	0	0	0	0	0	0	127	50
0	284	4	0	0	0	0	0	0	130	54
0	286	4	0	0	0	0	0	0	128	52
0	288	4	0	0	0	0	0	0	130	54
0	290	4	0	0	0	0	0	0	130	55
0	292	4	0	0	0	0	0	0	132	53
0	294	4	0	0	0	0	0	0	132	54
0	296	4	0	0	0	0	0	0	104	33
0	298	4	0	3	0	0	0	0	32	16
