Phase	X	Y	Bands	Error	Euler1	Euler2	Euler3	MAD	BC	BS
1	162	182	9	0	16.952	71.656	2.7795	0.2166	144	61
1	164	182	8	0	17.071	71.588	2.7166	0.1359	140	62
1	166	182	9	0	17.071	71.588	2.7166	0.1515	144	61
1	168	182	8	0	17.035	71.575	2.6652	0.1771	141	64
1	170	182	9	0	17.035	71.575	2.6652	0.1766	143	63
1	172	182	9	0	17.04	71.571	2.5016	0.1675	150	63
1	174	182	9	0	17.04	71.571	2.5016	0.1396	144	64
1	176	182	9	0	17.017	71.594	2.5271	0.1575	144	62
1	178	182	9	0	17.017	71.594	2.5271	0.2137	144	64
1	180	182	9	0	17.111	71.507	2.3994	0.1625	143	65
1	182	182	9	0	17.111	71.507	2.3994	0.1747	150	69
1	184	182	9	0	17.059	71.532	2.4479	0.1475	144	62
1	186	182	9	0	17.115	71.459	2.3489	0.1212	150	63
1	188	182	9	0	17.115	71.459	2.3489	0.1577	145	65
1	190	182	9	0	17.398	71.336	2.1307	0.1428	145	64
1	192	182	9	0	17.398	71.336	2.1307	0.1569	147	65
1	194	182	9	0	17.423	71.328	2.1546	0.1711	141	63
1	196	182	9	0	17.965	71.141	2.2725	0.2301	144	65
1	198	182	9	0	17.977	71.142	2.2866	0.1464	143	68
1	200	182	9	0	17.977	71.142	2.2866	0.1657	142	64
1	202	182	9	0	17.978	71.133	2.2967	0.1846	147	62
1	204	182	9	0	17.713	71.03	3.187	0.2348	146	62
1	206	182	9	0	17.713	71.03	3.187	0.2266	144	66
1	208	182	9	0	18.129	70.909	3.1814	0.1763	144	68
1	210	182	9	0	18.164	70.9	3.2111	0.2168	145	69
1	212	182	9	0	18.164	70.9	3.2111	0.167	144	65
1	214	182	6	0	18.154	70.891	3.2095	0.2044	130	44
1	216	182	8	0	18.057	70.612	6.985	0.1955	140	58
1	218	182	8	0	18.07	70.613	6.9522	0.204	137	60
1	220	182	8	0	18.075	70.609	6.9393	0.1642	144	64
1	222	182	8	0	18.075	70.609	6.9393	0.1583	140	64
1	224	182	8	0	18.02	70.558	7.0058	0.1403	145	65
1	226	182	9	0	18.02	70.558	7.0058	0.2195	145	63
1	228	182	9	0	18.039	70.567	6.9837	0.3606	142	58
1	230	182	9	0	18.055	70.639	5.635	0.2563	138	60
1	232	182	9	0	18.136	70.677	5.3963	0.3374	140	58
1	234	182	9	0	18.15	70.696	5.3321	0.1614	143	61
1	236	182	10	0	18.15	70.696	5.3321	0.2144	142	62
1	238	182	9	0	18.555	70.732	5.0696	0.2116	146	64
1	240	182	9	0	18.578	70.757	5.0248	0.1374	145	65
1	242	182	9	0	18.575	70.773	5.028	0.1924	146	66
1	244	182	9	0	18.575	70.773	5.028	0.1209	150	65
1	246	182	9	0	18.583	70.784	5.0078	0.2182	143	60
1	248	182	9	0	18.334	71.027	4.5741	0.2122	142	55
1	250	182	9	0	18.334	71.027	4.5741	0.3058	134	44
1	252	182	8	0	18.396	70.318	4.3391	0.3698	91	28
1	254	182	7	0	18.396	70.318	4.3391	1.0019	56	19
1	256	182	7	0	19.117	69.538	4.1423	1.186	53	18
0	258	182	0	3	0	0	0	0	67	21
1	260	182	7	0	19.472	70.789	4.3928	0.5855	83	27
1	262	182	8	0	19.63	71.078	4.4023	0.9622	80	23
1	264	182	9	0	20.309	71.489	3.2236	0.4986	113	38
1	266	182	9	0	20.425	71.519	3.2279	0.2183	139	56
1	268	182	9	0	20.492	71.497	3.2559	0.1631	137	59
1	270	182	9	0	20.514	71.493	3.2648	0.1801	129	50
1	272	182	8	0	20.514	71.493	3.2648	0.1169	117	48
1	274	182	9	0	20.525	71.501	3.2569	0.1444	137	55
1	276	182	9	0	20.555	71.534	3.2276	0.1356	146	63
1	278	182	9	0	20.608	71.582	3.1934	0.1801	140	54
1	280	182	9	0	20.882	71.522	3.6569	0.367	139	53
1	282	182	9	0	20.929	71.561	3.4994	0.3567	141	59
1	284	182	9	0	20.983	71.555	3.437	0.2155	146	57
1	286	182	9	0	20.983	71.555	3.437	0.166	141	57
1	288	182	9	0	21.033	71.289	3.5531	0.3024	126	40
1	290	182	7	0	21.239	71.209	3.7053	0.71	44	17
1	292	182	6	0	21.239	71.209	3.7053	0.71	18	13
0	294	182	0	3	0	0	0	0	26	14
1	296	182	6	0	19.618	71.628	0.0215	0.7775	59	17
1	298	182	8	0	18.663	70.243	3.095	0.6939	124	39
1	300	182	9	0	18.982	70.797	3.0965	0.2787	148	59
1	302	182	9	0	18.982	70.797	3.0965	0.2933	145	59
1	304	182	9	0	18.97	70.91	3.1054	0.3277	143	59
1	306	182	9	0	18.99	71.08	3.6052	0.2272	142	60
1	308	182	9	0	19.077	71.097	3.6015	0.2185	141	59
1	310	182	9	0	19.097	71.093	3.6037	0.1729	141	61
1	312	182	9	0	19.097	71.093	3.6037	0.177	146	63
1	314	182	9	0	19.102	71.11	3.6061	0.2571	143	59
1	316	182	9	0	18.973	71.171	3.741	0.1873	141	58
1	318	182	9	0	18.973	71.171	3.741	0.2688	139	61
1	320	182	9	0	18.966	71.374	3.6463	0.2374	140	61
1	322	182	9	0	18.966	71.374	3.6463	0.2009	140	61
1	324	182	9	0	18.803	71.477	3.827	0.1817	142	58
1	326	182	9	0	18.803	71.477	3.827	0.2079	141	59
1	328	182	9	0	18.779	71.481	3.8177	0.2373	144	57
1	330	182	9	0	18.859	71.545	3.6591	0.2636	135	51
1	332	182	9	0	18.987	71.598	3.5636	0.2643	133	50
1	334	182	10	0	18.984	71.586	3.609	0.2051	143	58
1	336	182	9	0	18.984	71.586	3.609	0.1621	149	59
1	338	182	9	0	19.081	71.712	3.7028	0.1712	145	62
1	340	182	9	0	19.081	71.712	3.7028	0.1428	147	64
1	342	182	9	0	18.851	71.839	3.7465	0.2768	143	64
1	344	182	9	0	18.802	71.896	3.7441	0.1446	143	64
1	346	182	9	0	18.788	71.9	3.7585	0.1497	149	66
1	348	182	9	0	18.788	71.9	3.7585	0.1988	145	61
1	350	182	9	0	18.767	71.917	3.7349	0.1648	142	59
1	352	182	9	0	18.809	72.083	3.2368	0.111	140	59
1	354	182	9	0	18.809	72.083	3.2368	0.2057	141	58
1	356	182	9	0	18.873	72.066	3.078	0.2015	137	55
1	358	182	9	0	18.751	72.233	3.0736	0.2515	115	36
0	0	184	0	0	0	0	0	0	133	51
0	2	184	0	0	0	0	0	0	129	51
0	4	184	0	0	0	0	0	0	132	53
0	6	184	0	0	0	0	0	0	131	52
0	8	184	0	0	0	0	0	0	128	53
0	10	184	0	0	0	0	0	0	128	52
0	12	184	0	0	0	0	0	0	125	47
0	14	184	0	0	0	0	0	0	122	43
0	16	184	0	0	0	0	0	0	123	42
0	18	184	0	0	0	0	0	0	124	44
0	20	184	0	0	0	0	0	0	128	49
0	22	184	0	0	0	0	0	0	127	52
0	24	184	0	0	0	0	0	0	131	51
0	26	184	0	0	0	0	0	0	125	49
0	28	184	0	0	0	0	0	0	128	47
0	30	184	0	0	0	0	0	0	131	50
0	32	184	0	0	0	0	0	0	120	44
0	34	184	0	0	0	0	0	0	141	39
1	36	184	7	0	19.369	71.96	3.0827	0.6758	92	30
1	38	184	9	0	19.291	71.978	3.3789	0.1346	150	56
1	40	184	9	0	19.352	71.952	3.731	0.1542	149	60
1	42	184	9	0	19.37	71.955	3.7519	0.2094	152	61
1	44	184	9	0	19.37	71.955	3.7519	0.1767	154	63
1	46	184	9	0	19.425	71.951	3.7152	0.2211	146	61
1	48	184	9	0	19.856	72.157	3.4529	0.1861	145	58
1	50	184	9	0	19.869	72.184	3.4522	0.2921	145	53
1	52	184	9	0	19.869	72.184	3.4522	0.4093	155	50
1	54	184	9	0	19.848	72.241	3.4462	0.3822	141	50
1	56	184	9	0	18.983	72.022	3.5796	0.3703	148	55
1	58	184	9	0	18.983	72.022	3.5796	0.2236	148	62
1	60	184	9	0	18.953	72.039	3.6114	0.3944	145	58
1	62	184	9	0	17.475	72.52	4.273	0.5318	146	53
1	64	184	9	0	17.365	72.555	4.3435	0.2975	136	55
1	66	184	8	0	17.365	72.555	4.3435	0.1582	141	55
1	68	184	9	0	16.407	72.313	4.5318	0.3586	140	51
1	70	184	9	0	16.407	72.313	4.5318	0.2795	141	53
1	72	184	9	0	15.589	72.397	5.0451	0.2613	139	51
1	74	184	9	0	15.441	72.565	4.9464	0.3213	135	48
1	76	184	9	0	15.558	72.347	5.1937	0.2571	98	31
0	78	184	0	3	0	0	0	0	20	13
0	80	184	0	3	0	0	0	0	20	13
1	82	184	6	0	0.1062	50.504	170.2	1.3854	44	15
1	84	184	6	0	1.1845	50.629	169.32	0.7627	46	18
0	86	184	0	3	0	0	0	0	39	18
0	88	184	0	3	0	0	0	0	53	20
1	90	184	9	0	23.354	47.324	166.77	0.3981	80	29
1	92	184	6	0	23.04	47.004	167.18	0.5971	59	23
0	94	184	0	3	0	0	0	0	34	17
0	96	184	0	3	0	0	0	0	38	17
0	98	184	0	3	0	0	0	0	40	15
0	100	184	0	3	0	0	0	0	37	14
1	102	184	6	0	10.073	91.981	12.721	0.2337	88	30
1	104	184	7	0	10.246	91.933	12.969	0.4156	81	25
0	106	184	0	3	0	0	0	0	34	15
0	108	184	0	3	0	0	0	0	40	18
1	110	184	7	0	20.346	84.579	179.58	0.7765	75	21
0	112	184	0	3	0	0	0	0	42	20
0	114	184	0	3	0	0	0	0	34	17
0	116	184	0	3	0	0	0	0	41	17
0	118	184	0	3	0	0	0	0	23	14
0	120	184	0	3	0	0	0	0	23	15
0	122	184	0	3	0	0	0	0	24	15
0	124	184	0	3	0	0	0	0	51	17
0	126	184	0	3	0	0	0	0	68	21
1	128	184	7	0	16.447	71.881	2.4309	0.5494	78	21
1	130	184	8	0	16.483	71.892	2.4535	0.5228	116	37
1	132	184	9	0	16.979	71.819	2.5058	0.243	135	45
1	134	184	8	0	16.989	71.93	2.5485	0.1721	135	54
1	136	184	9	0	16.989	71.93	2.5485	0.2292	142	57
1	138	184	9	0	17.308	72.195	2.2914	0.3053	145	58
1	140	184	9	0	17.298	72.192	2.282	0.1856	143	58
1	142	184	8	0	17.298	72.192	2.282	0.1963	147	62
1	144	184	9	0	17.272	72.189	2.2602	0.1782	148	60
1	146	184	9	0	16.907	72.136	2.0364	0.2972	147	60
1	148	184	9	0	16.907	72.136	2.0364	0.2926	140	60
1	150	184	9	0	17.059	72.032	2.5711	0.1693	152	64
1	152	184	9	0	17.063	72.019	2.5741	0.2219	147	65
1	154	184	9	0	17.063	72.019	2.5741	0.1426	148	65
1	156	184	9	0	17.005	71.975	2.613	0.1593	147	66
1	158	184	9	0	17.005	71.975	2.613	0.1343	145	62
1	160	184	9	0	16.863	71.768	2.9267	0.3436	143	58
1	162	184	8	0	16.863	71.768	2.9267	0.1457	144	60
1	164	184	9	0	16.956	71.693	2.8453	0.1118	149	64
1	166	184	8	0	16.956	71.693	2.8453	0.2091	145	64
1	168	184	9	0	16.917	71.667	2.7751	0.1833	147	63
1	170	184	9	0	16.917	71.667	2.7751	0.2094	143	60
1	172	184	8	0	16.912	71.669	2.7642	0.1622	143	58
1	174	184	9	0	17.025	71.586	2.5155	0.193	149	65
1	176	184	9	0	17.012	71.598	2.5355	0.1674	147	64
1	178	184	9	0	17.012	71.598	2.5355	0.1607	145	65
1	180	184	8	0	17.026	71.553	2.4906	0.1553	143	64
1	182	184	9	0	17.026	71.553	2.4906	0.1566	144	63
1	184	184	9	0	17.027	71.547	2.4921	0.2131	146	64
1	186	184	9	0	17.103	71.472	2.3569	0.1414	149	63
1	188	184	9	0	17.103	71.472	2.3569	0.2405	147	65
1	190	184	9	0	17.262	71.423	2.3138	0.1801	146	63
1	192	184	9	0	17.262	71.423	2.3138	0.1732	149	64
1	194	184	9	0	17.28	71.413	2.3119	0.2723	142	67
1	196	184	9	0	17.928	71.176	2.3227	0.1189	142	66
1	198	184	9	0	17.971	71.152	2.2978	0.1699	146	66
1	200	184	9	0	17.971	71.152	2.2978	0.1664	148	67
1	202	184	9	0	17.97	71.143	2.3048	0.353	145	65
1	204	184	9	0	17.699	71.036	3.1892	0.2257	149	69
1	206	184	10	0	17.699	71.036	3.1892	0.2906	147	64
1	208	184	9	0	18.141	70.91	3.1959	0.2284	146	65
1	210	184	9	0	18.167	70.901	3.2189	0.2243	147	66
1	212	184	9	0	18.167	70.901	3.2189	0.1543	146	68
1	214	184	9	0	18.154	70.891	3.2095	0.1942	126	48
1	216	184	8	0	18.057	70.612	6.985	0.1912	135	55
1	218	184	8	0	18.082	70.61	6.9341	0.1455	142	60
1	220	184	8	0	18.086	70.608	6.9217	0.1592	142	63
1	222	184	8	0	18.086	70.608	6.9217	0.1261	142	64
1	224	184	8	0	18.099	70.595	6.9313	0.1538	146	65
1	226	184	9	0	18.039	70.567	6.9837	0.1661	144	64
1	228	184	9	0	18.039	70.567	6.9837	0.2713	139	59
1	230	184	9	0	17.887	70.583	6.2305	0.2571	130	56
1	232	184	9	0	17.887	70.583	6.2305	0.2698	139	59
1	234	184	9	0	18.158	70.702	5.3119	0.2792	142	59
1	236	184	9	0	18.185	70.743	5.2441	0.1816	142	62
1	238	184	9	0	18.185	70.743	5.2441	0.1807	144	63
1	240	184	9	0	18.578	70.757	5.0248	0.1479	142	64
1	242	184	9	0	18.578	70.769	5.0212	0.1856	144	65
1	244	184	9	0	18.578	70.769	5.0212	0.1418	144	66
1	246	184	9	0	18.596	70.789	4.9955	0.21	137	61
1	248	184	9	0	18.304	71.075	4.6517	0.2739	130	51
1	250	184	8	0	18.304	71.075	4.6517	0.2245	121	42
1	252	184	10	0	18.369	71.011	4.6155	1.1508	117	35
1	254	184	9	0	18.434	70.49	4.4104	0.6778	65	21
1	256	184	6	0	19.117	69.538	4.1423	0.6778	39	18
0	258	184	0	3	0	0	0	0	42	16
1	260	184	7	0	19.472	70.789	4.3928	0.6756	57	18
1	262	184	6	0	19.95	70.817	3.5719	1.2573	43	14
1	264	184	9	0	20.033	71.274	3.2477	1.2462	102	28
1	266	184	9	0	19.965	71.26	3.2902	0.4623	131	44
1	268	184	8	0	19.965	71.26	3.2902	0.4566	117	40
1	270	184	7	0	19.938	70.794	3.3213	0.5509	72	28
1	272	184	6	0	20.349	71.164	3.1106	0.1169	57	24
1	274	184	8	0	20.533	71.576	3.4018	0.2645	103	33
1	276	184	8	0	20.533	71.576	3.4018	0.2066	112	42
1	278	184	7	0	20.701	71.491	3.0044	0.9038	90	30
1	280	184	9	0	20.701	71.491	3.0044	0.7672	98	31
1	282	184	9	0	20.663	71.572	3.5453	0.315	138	44
1	284	184	9	0	20.987	71.556	3.4404	0.2233	133	54
1	286	184	9	0	20.987	71.556	3.4404	0.3731	125	43
1	288	184	7	0	21.095	71.688	3.2459	0.5956	80	23
0	290	184	0	3	0	0	0	0	37	16
0	292	184	0	3	0	0	0	0	15	14
0	294	184	0	3	0	0	0	0	27	14
0	296	184	0	3	0	0	0	0	37	15
1	298	184	9	0	18.753	70.578	2.7019	0.5868	112	32
1	300	184	9	0	18.978	70.957	3.0784	0.2563	148	54
1	302	184	9	0	18.966	70.965	3.1063	0.1762	141	57
1	304	184	9	0	18.966	70.965	3.1063	0.1915	146	56
1	306	184	9	0	18.995	71.101	3.5925	0.1931	141	57
1	308	184	9	0	19.077	71.097	3.6015	0.3671	146	57
1	310	184	9	0	19.097	71.093	3.6037	0.2135	145	59
1	312	184	9	0	19.097	71.093	3.6037	0.1918	142	58
1	314	184	9	0	19.102	71.11	3.6061	0.1657	142	62
1	316	184	9	0	19.064	71.329	3.6154	0.1998	141	60
1	318	184	9	0	19.064	71.329	3.6154	0.2322	141	62
1	320	184	9	0	19.063	71.341	3.6086	0.293	146	61
1	322	184	9	0	18.966	71.374	3.6463	0.2282	142	65
1	324	184	9	0	18.803	71.477	3.827	0.2417	142	60
1	326	184	9	0	18.803	71.477	3.827	0.3453	145	60
1	328	184	9	0	18.78	71.486	3.8008	0.2601	140	53
1	330	184	9	0	18.755	71.494	3.7655	0.3232	137	51
1	332	184	9	0	18.997	71.628	3.5419	0.1395	141	60
1	334	184	9	0	19.015	71.669	3.5223	0.1857	142	60
1	336	184	9	0	19.024	71.681	3.514	0.1694	146	62
1	338	184	9	0	19.024	71.681	3.514	0.14	145	65
1	340	184	9	0	19.032	71.695	3.5222	0.1855	140	64
1	342	184	9	0	19.052	71.736	3.5552	0.2459	144	64
1	344	184	9	0	18.802	71.896	3.7441	0.1941	144	62
1	346	184	9	0	18.788	71.9	3.7585	0.1874	152	63
1	348	184	9	0	18.788	71.9	3.7585	0.2511	142	62
1	350	184	9	0	18.767	71.917	3.7349	0.2026	139	60
1	352	184	8	0	18.825	72.084	3.2269	0.1972	147	63
1	354	184	8	0	18.836	72.086	3.2241	0.1412	147	64
1	356	184	9	0	18.836	72.086	3.2241	0.1483	150	63
1	358	184	9	0	18.837	71.979	3.2605	0.2097	144	56
0	0	186	0	0	0	0	0	0	132	48
0	2	186	0	0	0	0	0	0	124	51
0	4	186	0	0	0	0	0	0	128	52
0	6	186	0	0	0	0	0	0	128	52
0	8	186	0	0	0	0	0	0	134	52
0	10	186	0	0	0	0	0	0	128	52
0	12	186	0	0	0	0	0	0	131	49
0	14	186	0	0	0	0	0	0	128	49
0	16	186	0	0	0	0	0	0	129	49
0	18	186	0	0	0	0	0	0	126	51
0	20	186	0	0	0	0	0	0	125	52
0	22	186	0	0	0	0	0	0	128	52
0	24	186	0	0	0	0	0	0	133	54
0	26	186	0	0	0	0	0	0	129	53
0	28	186	0	0	0	0	0	0	129	53
0	30	186	0	0	0	0	0	0	131	53
0	32	186	0	0	0	0	0	0	125	50
0	34	186	0	0	0	0	0	0	116	39
1	36	186	8	0	19.568	71.78	3.2474	0.3268	112	38
1	38	186	9	0	19.422	71.907	3.6009	0.2288	143	59
1	40	186	9	0	19.352	71.952	3.731	0.333	146	61
1	42	186	9	0	19.37	71.955	3.7519	0.1436	148	63
1	44	186	9	0	19.37	71.955	3.7519	0.2188	152	61
1	46	186	9	0	19.449	71.938	3.6966	0.186	151	63
1	48	186	9	0	19.89	72.135	3.4266	0.2206	150	62
1	50	186	9	0	19.89	72.135	3.4266	0.2126	153	64
1	52	186	9	0	19.9	72.168	3.4388	0.1744	148	63
1	54	186	9	0	19.848	72.241	3.4462	0.2967	146	58
1	56	186	9	0	18.983	72.022	3.5796	0.6534	140	50
1	58	186	9	0	18.983	72.022	3.5796	0.2667	146	56
1	60	186	9	0	18.953	72.039	3.6114	0.502	139	53
1	62	186	9	0	17.475	72.52	4.273	0.3866	145	55
1	64	186	9	0	17.365	72.555	4.3435	0.189	147	60
1	66	186	9	0	17.306	72.563	4.3777	0.223	149	60
1	68	186	9	0	17.306	72.563	4.3777	0.1585	150	58
1	70	186	8	0	17.258	72.555	4.3987	0.3538	151	52
1	72	186	8	0	15.589	72.397	5.0451	0.7067	138	48
1	74	186	9	0	15.568	72.43	5.0623	0.2658	134	52
1	76	186	9	0	15.568	72.396	4.9675	0.2083	126	44
1	78	186	8	0	15.581	72.443	4.7275	0.4652	62	24
0	80	186	0	3	0	0	0	0	16	13
0	82	186	0	3	0	0	0	0	28	16
0	84	186	0	3	0	0	0	0	49	19
0	86	186	0	3	0	0	0	0	38	17
1	88	186	6	0	23.354	47.324	166.77	0.3981	51	20
0	90	186	0	3	0	0	0	0	43	19
1	92	186	6	0	23.354	47.324	166.77	0.3981	39	19
0	94	186	0	3	0	0	0	0	33	20
0	96	186	0	3	0	0	0	0	39	20
0	98	186	8	0	0	0	10.593	0.9399	65	20
1	100	186	7	0	10.073	91.981	12.721	0.2337	47	18
0	102	186	0	3	0	0	0	0	61	19
0	104	186	0	3	0	0	0	0	41	18
0	106	186	0	3	0	0	0	0	37	17
0	108	186	0	0	0	0	0	0	48	18
0	110	186	0	3	0	0	0	0	20	14
0	112	186	0	3	0	0	0	0	31	16
0	114	186	0	3	0	0	0	0	35	17
0	116	186	0	3	0	0	0	0	47	20
0	118	186	0	3	0	0	0	0	59	24
0	120	186	0	3	0	0	0	0	49	19
1	122	186	6	0	17.982	74.668	179.1	0.3956	61	20
0	124	186	0	3	0	0	0	0	28	15
1	126	186	6	0	16.501	72.569	2.4968	0.6384	56	21
1	128	186	9	0	16.478	72.225	2.473	0.5205	109	35
1	130	186	8	0	16.8	72.077	3.0002	0.2532	141	51
1	132	186	8	0	16.8	72.077	3.0002	0.2847	140	54
1	134	186	8	0	16.989	71.93	2.5485	0.1371	140	56
1	136	186	9	0	16.989	71.93	2.5485	0.1652	140	55
1	138	186	9	0	17.308	72.195	2.2914	0.1678	145	58
1	140	186	8	0	17.298	72.192	2.282	0.1939	145	60
1	142	186	9	0	17.298	72.192	2.282	0.1772	144	61
1	144	186	9	0	17.272	72.189	2.2602	0.2382	143	63
1	146	186	9	0	16.936	72.144	2.0625	0.3054	145	61
1	148	186	9	0	16.936	72.144	2.0625	0.2277	145	59
1	150	186	9	0	16.894	72.073	2.6946	0.1657	146	60
1	152	186	9	0	16.881	72.067	2.7057	0.128	149	64
1	154	186	9	0	16.881	72.067	2.7057	0.1922	150	63
1	156	186	9	0	16.807	72.014	2.7682	0.1352	146	63
1	158	186	9	0	16.807	72.014	2.7682	0.1819	147	57
1	160	186	9	0	16.817	71.791	2.9872	0.2751	144	53
1	162	186	9	0	16.817	71.791	2.9872	0.2047	148	60
1	164	186	9	0	16.956	71.693	2.8453	0.1407	147	62
1	166	186	9	0	16.956	71.693	2.8453	0.2078	146	65
1	168	186	9	0	16.917	71.667	2.7751	0.1732	142	62
1	170	186	9	0	16.917	71.667	2.7751	0.2254	147	65
1	172	186	9	0	16.908	71.672	2.7577	0.1718	147	62
1	174	186	9	0	16.994	71.625	2.5771	0.1999	144	64
1	176	186	9	0	17.012	71.598	2.5355	0.1673	147	65
1	178	186	8	0	17.012	71.598	2.5355	0.1645	141	63
1	180	186	9	0	17.026	71.553	2.4906	0.2037	139	64
1	182	186	9	0	17.029	71.544	2.4995	0.1427	141	65
1	184	186	9	0	17.029	71.544	2.4995	0.1608	143	63
1	186	186	8	0	17.103	71.472	2.3569	0.09	147	66
1	188	186	9	0	17.103	71.472	2.3569	0.2145	142	63
1	190	186	9	0	17.266	71.429	2.3287	0.1608	145	66
1	192	186	9	0	17.266	71.429	2.3287	0.1422	149	65
1	194	186	9	0	17.271	71.426	2.3286	0.1855	144	63
1	196	186	8	0	17.845	71.24	2.4461	0.2217	145	65
1	198	186	9	0	17.884	71.225	2.4447	0.1335	145	66
1	200	186	9	0	17.884	71.225	2.4447	0.2249	142	68
1	202	186	9	0	17.875	71.209	2.4615	0.311	143	63
1	204	186	10	0	17.695	71.039	3.2381	0.2173	145	63
1	206	186	9	0	17.718	71.031	3.2574	0.1536	143	66
1	208	186	9	0	17.718	71.031	3.2574	0.3119	145	63
1	210	186	9	0	18.167	70.901	3.2189	0.2228	143	62
1	212	186	9	0	18.167	70.901	3.2189	0.1877	145	67
1	214	186	9	0	18.169	70.899	3.2259	0.1623	131	58
1	216	186	7	0	18.071	70.61	6.9759	0.3213	109	44
1	218	186	9	0	18.082	70.61	6.9341	0.1706	139	60
1	220	186	9	0	18.086	70.608	6.9217	0.1677	142	62
1	222	186	9	0	18.086	70.608	6.9217	0.1815	143	61
1	224	186	9	0	18.124	70.569	6.9523	0.2285	140	62
1	226	186	8	0	18.124	70.569	6.9523	0.1748	137	63
1	228	186	9	0	18.107	70.564	6.972	0.1839	142	60
1	230	186	9	0	17.887	70.583	6.2305	0.2988	138	57
1	232	186	9	0	17.887	70.583	6.2305	0.1924	150	60
1	234	186	9	0	18.176	70.736	5.286	0.3933	140	56
1	236	186	9	0	18.186	70.752	5.2392	0.2078	139	62
1	238	186	9	0	18.186	70.752	5.2392	0.1664	141	62
1	240	186	9	0	18.586	70.764	5.0103	0.15	145	62
1	242	186	9	0	18.591	70.773	5.0026	0.1894	137	63
1	244	186	9	0	18.591	70.773	5.0026	0.1661	141	64
1	246	186	9	0	18.596	70.789	4.9955	0.1679	138	60
1	248	186	9	0	18.304	71.075	4.6517	0.2054	137	58
1	250	186	9	0	18.304	71.075	4.6517	0.2509	138	58
1	252	186	9	0	18.369	71.011	4.6155	0.1826	128	42
1	254	186	7	0	19.035	70.432	4.4117	0.7867	59	21
1	256	186	6	0	19.217	70.11	4.2444	0.2666	24	15
1	258	186	8	0	19.424	70.689	4.3548	0.2106	100	28
1	260	186	10	0	19.424	70.689	4.3548	0.2439	119	37
1	262	186	9	0	19.494	70.294	3.9538	1.1445	39	20
0	264	186	0	3	0	0	0	0	53	17
1	266	186	7	0	19.965	71.26	3.2902	0.9845	77	19
0	268	186	0	3	0	0	0	0	53	15
1	270	186	7	0	19.828	70.311	3.2935	1.1069	54	19
1	272	186	6	0	19.827	70.594	2.7601	0.7706	45	18
0	274	186	0	3	0	0	0	0	30	20
0	276	186	0	3	0	0	0	0	34	18
0	278	186	0	3	0	0	0	0	41	18
0	280	186	0	3	0	0	0	0	51	20
1	282	186	9	0	20.606	71.726	3.9145	0.3411	102	32
1	284	186	9	0	20.732	71.682	3.7131	0.3402	122	44
1	286	186	9	0	20.732	71.682	3.7131	0.4523	119	36
1	288	186	9	0	21.114	71.726	3.2897	0.2877	108	32
0	290	186	0	3	0	0	0	0	22	15
0	292	186	0	3	0	0	0	0	14	14
0	294	186	0	3	0	0	0	0	10	13
0	296	186	0	3	0	0	0	0	20	13
1	298	186	9	0	18.753	70.578	2.7019	1.0411	103	30
1	300	186	9	0	18.978	70.957	3.0784	0.1967	140	58
1	302	186	9	0	18.966	70.965	3.1063	0.1299	142	60
1	304	186	9	0	18.966	70.965	3.1063	0.2214	138	58
1	306	186	9	0	18.995	71.101	3.5925	0.2778	135	57
1	308	186	9	0	19.08	71.107	3.6003	0.2539	148	57
1	310	186	9	0	19.101	71.102	3.6032	0.2756	144	57
1	312	186	9	0	19.101	71.102	3.6032	0.1902	147	60
1	314	186	9	0	19.157	71.321	3.5423	0.2748	147	61
1	316	186	9	0	19.064	71.329	3.6154	0.2372	144	59
1	318	186	9	0	19.064	71.329	3.6154	0.2633	141	63
1	320	186	10	0	19.063	71.341	3.6086	0.1785	144	60
1	322	186	9	0	19.062	71.377	3.5865	0.2695	150	60
1	324	186	9	0	18.784	71.488	3.7902	0.2959	144	58
1	326	186	9	0	18.772	71.488	3.7899	0.1913	142	60
1	328	186	9	0	18.772	71.488	3.7899	0.3312	145	57
1	330	186	9	0	18.758	71.491	3.7677	0.3346	144	57
1	332	186	9	0	18.997	71.628	3.5419	0.1668	149	61
1	334	186	9	0	19.015	71.669	3.5223	0.189	149	61
1	336	186	9	0	19.023	71.68	3.5099	0.1691	148	60
1	338	186	9	0	19.023	71.68	3.5099	0.1488	143	61
1	340	186	9	0	19.031	71.695	3.5156	0.1584	144	64
1	342	186	9	0	19.052	71.736	3.5552	0.1638	146	66
1	344	186	9	0	19.046	71.802	3.5856	0.1669	137	60
1	346	186	9	0	18.756	72.144	3.6453	0.2689	138	57
1	348	186	9	0	18.756	72.144	3.6453	0.2013	143	58
1	350	186	9	0	18.739	72.14	3.6534	0.2962	139	58
1	352	186	9	0	18.825	72.084	3.2269	0.1757	145	61
1	354	186	8	0	18.836	72.086	3.2241	0.1922	150	64
1	356	186	9	0	18.836	72.086	3.2241	0.2364	150	63
1	358	186	9	0	18.837	71.979	3.2605	0.1447	146	63
0	0	188	0	0	0	0	0	0	124	45
0	2	188	0	0	0	0	0	0	134	51
0	4	188	0	0	0	0	0	0	123	52
0	6	188	0	0	0	0	0	0	124	54
0	8	188	0	0	0	0	0	0	136	54
0	10	188	0	0	0	0	0	0	131	54
0	12	188	0	0	0	0	0	0	132	52
0	14	188	0	0	0	0	0	0	132	52
0	16	188	0	0	0	0	0	0	134	53
0	18	188	0	0	0	0	0	0	129	53
